,t,cA,cB,cC,cD
0,0.0,1.0,0.0,0.2,0.0
1,2.0,0.14140827132033626,0.8585917286796633,0.30154072709968877,0.7570510015799747
2,4.0,0.058919309861053266,0.9410806901389462,0.14966818348234331,0.991412506656603
3,6.0,0.039923793594141166,0.9600762064058586,0.11595255954818695,1.0441236468576718
4,8.0,0.03547315308846024,0.9645268469115397,0.10829190561129497,1.056234941300245
5,10.0,0.034437363137973236,0.9655626368620267,0.10652290009627191,1.0590397367657551
